State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Delhi,Delhi,2004.0,15.8,0.3,0.0,39.6,52.7,48.0,40.6,284.7,4.2,108.5,0.0,0.0,594.4
Delhi,Delhi,2005.0,6.6,42.0,31.4,5.8,11.6,65.7,175.9,89.1,233.1,0.0,0.5,0.0,661.7
Delhi,Delhi,2006.0,1.7,0.0,33.2,1.8,52.6,92.5,196.3,88.2,127.6,2.8,1.5,2.3,600.5
Delhi,Delhi,2007.0,1.5,69.5,55.1,1.0,45.3,137.7,156.9,189.7,61.6,0.0,0.7,0.1,719.1
Delhi,Delhi,2008.0,1.9,1.9,0.0,23.6,146.2,120.0,159.1,245.4,109.2,0.0,0.0,0.0,807.3
