State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
Sikkim,Sikkim,2004.0,18.7,55.6,105.7,454.7,440.8,410.0,443.6,379.3,326.7,116.7,16.7,10.5,2779.0
Sikkim,Sikkim,2005.0,24.4,76.7,134.3,238.6,407.9,548.2,630.0,442.6,354.5,120.1,11.8,1.5,2990.6
Sikkim,Sikkim,2006.0,0.8,24.9,90.1,189.1,418.8,461.9,468.2,466.1,401.7,98.8,35.1,11.2,2666.7
Sikkim,Sikkim,2007.0,2.1,176.5,67.4,211.0,281.4,455.4,656.3,377.2,476.0,98.9,23.4,5.0,2830.6
Sikkim,Sikkim,2008.0,26.5,20.2,136.2,291.1,177.4,611.5,529.0,541.5,348.9,79.1,21.0,17.1,2799.5
Sikkim,Sikkim,2009.0,5.7,4.2,87.3,251.7,335.4,355.4,408.6,454.1,180.1,201.6,1.7,5.4,2291.2
Sikkim,Sikkim,2010.0,5.7,18.0,186.7,359.4,272.7,504.6,601.0,493.8,375.8,95.6,23.6,0.1,2937.0
