State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total
NCT of Delhi,Delhi,2009.0,4.0,5.5,8.4,4.5,31.4,16.6,119.0,156.3,192.9,2.0,17.5,1.9,560.0
NCT of Delhi,Delhi,2010.0,4.5,18.8,0.0,0.2,2.3,4.2,173.1,464.4,359.7,8.9,16.2,3.7,1056.0
