TRDATE,REGION,STATENAME,MODEOFTRANSPORT,STATIONNAME,UTILITY,SECTOR,CAPACITY,NORMATIVESTOCKSREQUIREDINDAYS,DAILYREQUIREMENT,ACTUALSTOCKIMPORT,ACTUALSTOCKINDIGENOUS,ACTUALSTOCKTOTAL,ACTUALSTOCKDAYS,CRITICAL,SUPERCRITICAL,REMARKS
26-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,METTUR TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,"1,440",30,16,210,104,314,20,NA,NA,NA
26-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,NORTH CHENNAI TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,"1,830",30,19,50,120,170,9,NA,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,"1,050",25,17,0,0,0,0,Critical,SuperCritical,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,140",30,14,0,5,5,0,Critical,SuperCritical,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,5,5,1,Critical,SuperCritical,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,"1,820",30,27,86,11,97,4,Critical,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,3,0,13,13,4,Critical,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,8,0,30,30,4,Critical,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,"3,000",15,48,18,43,62,1,Critical,SuperCritical,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,"1,200",15,15,0,57,57,4,Critical,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,278",20,11,0,160,160,14,NA,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,"2,000",15,32,0,179,179,6,Critical,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,630",15,23,0,301,301,13,NA,NA,NA
26-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,"1,200",25,16,133,310,442,27,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,NEW COSSIPORE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,160,20,1,0,0,0,0,Critical,SuperCritical,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,980,20,8,0,27,27,3,Critical,SuperCritical,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,135,20,2,0,49,49,25,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,"1,260",25,17,0,65,65,4,Critical,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,4,0,67,67,16,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,880,25,4,0,71,71,17,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,240,20,4,0,97,97,25,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,340,20,5,0,114,114,23,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,"2,100",15,27,17,132,150,6,Critical,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,600,20,16,0,150,150,10,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,"1,050",20,16,0,162,162,10,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,"1,000",20,10,0,211,211,22,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,"2,340",20,25,0,243,243,10,NA,NA,NA
26-Dec-14,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,750,20,11,0,251,251,22,NA,NA,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,050",25,14,0,7,7,0,Critical,SuperCritical,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,760",20,27,0,107,107,4,Critical,NA,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,PITHEAD,KAKATIYA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,500,15,8,0,137,137,18,NA,NA,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,"2,000",25,34,260,359,619,18,NA,NA,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,PITHEAD,RAMAGUNDEM STPS,NTPC LIMITED.,CENTRAL,"2,600",15,35,0,544,544,16,NA,NA,NA
27-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,KOTHAGUDEM TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,720",20,27,0,553,553,20,NA,NA,NA
27-Dec-14,EASTERN,BIHAR,RAIL,BARAUNI TPS,BIHAR STATE ELECTRICITY BOARD,STATE,210,20,0,0,0,0,0,Critical,SuperCritical,NA
27-Dec-14,EASTERN,BIHAR,RAIL,MUZAFFARPUR TPS,KANTI BIJLEE UTPADAN NIGAM LTD.,CENTRAL,220,20,3,0,9,9,3,Critical,SuperCritical,NA
27-Dec-14,EASTERN,BIHAR,PITHEAD,KAHALGAON TPS,NTPC LIMITED.,CENTRAL,"2,340",15,34,31,350,381,11,NA,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,600,15,8,0,0,0,0,Critical,SuperCritical,NA
27-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,440,15,8,0,38,38,5,Critical,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,6,0,51,51,8,NA,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,"1,340",15,19,0,98,98,5,Critical,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,"2,980",15,44,13,161,174,4,Critical,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,8,0,169,169,21,NA,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER  CO. PVT. LTD.,CENTRAL,500,20,7,95,204,299,43,NA,NA,NA
27-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,"2,600",15,45,0,213,213,5,Critical,NA,NA
27-Dec-14,NORTHERN,DELHI,RAIL,RAJGHAT TPS,INDRAPRASTHA  POWER GENERATION COMPANY LIMITED,STATE,135,20,2,0,60,60,39,NA,NA,NA
27-Dec-14,NORTHERN,DELHI,RAIL,BADARPUR TPS,NTPC LIMITED.,CENTRAL,705,30,15,0,98,98,7,NA,NA,NA
27-Dec-14,WESTERN,GUJARAT,RAIL,SABARMATI (C STATION),TORRENT POWER LTD,PRIVATE,400,30,5,36,20,57,12,NA,NA,NA
27-Dec-14,WESTERN,GUJARAT,RAIL,SIKKA REP. TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,240,30,3,4,36,40,16,NA,NA,NA
27-Dec-14,WESTERN,GUJARAT,RAIL,GANDHI NAGAR TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,870,30,7,22,74,96,13,NA,NA,NA
27-Dec-14,WESTERN,GUJARAT,RAIL,UKAI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,"1,350",30,14,31,85,116,8,NA,NA,NA
27-Dec-14,WESTERN,GUJARAT,RAIL,WANAKBORI TPS,GUJARAT STATE ELECTRICITY CORPORATION LIMITED,STATE,"1,470",30,16,0,229,229,14,NA,NA,NA
27-Dec-14,NORTHERN,HARYANA,RAIL,PANIPAT TPS,HARYANA POWER  GENERATION CORPORATION LIMITED,STATE,"1,360",25,21,2,6,8,0,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,HARYANA,RAIL,RAJIV GANDHI TPS,HARYANA POWER  GENERATION CORPORATION LIMITED,STATE,"1,200",25,17,23,19,42,3,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,HARYANA,RAIL,INDIRA GANDHI STPP,ARAVALI POWER COMPANY PRIVATE LIMITED,CENTRAL,"1,500",25,21,0,22,22,1,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,HARYANA,RAIL,MAHATMA GANDHI TPS,JHAJJAR POWER LTD.,IPP,"1,320",25,17,32,91,124,7,NA,NA,NA
27-Dec-14,NORTHERN,HARYANA,RAIL,YAMUNA NAGAR TPS,HARYANA POWER  GENERATION CORPORATION LIMITED,STATE,600,25,11,5,123,128,12,NA,NA,NA
27-Dec-14,EASTERN,JHARKHAND,RAIL,CHANDRAPURA(DVC) TPS,DAMODAR VALLEY CORPORATION,CENTRAL,890,20,10,0,26,26,3,Critical,SuperCritical,NA
27-Dec-14,EASTERN,JHARKHAND,RAIL,PATRATU TPS,JHARKHAND STATE ELECTRICITY BOARD,STATE,770,20,2,0,48,48,24,NA,NA,NA
27-Dec-14,EASTERN,JHARKHAND,ROAD,TENUGHAT TPS,TENUGHAT VIDYUT NIGAM LIMITED,STATE,420,20,5,0,93,93,17,NA,NA,NA
27-Dec-14,EASTERN,JHARKHAND,RAIL,KODARMA TPP,DAMODAR VALLEY CORPORATION,CENTRAL,"1,000",20,7,0,95,95,14,NA,NA,NA
27-Dec-14,EASTERN,JHARKHAND,RAIL,BOKARO 'B' TPS,DAMODAR VALLEY CORPORATION,CENTRAL,630,20,7,0,135,135,20,NA,NA,NA
27-Dec-14,EASTERN,JHARKHAND,RAIL,MAITHON RB TPP,MAITHON POWER LIMITED,IPP,"1,050",20,14,0,271,271,20,NA,NA,NA
27-Dec-14,SOUTHERN,KARNATAKA,RAIL,RAICHUR TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,"1,720",30,23,0,39,39,2,Critical,SuperCritical,NA
27-Dec-14,SOUTHERN,KARNATAKA,RAIL,BELLARY TPS,KARNATAKA POWER CORPORATION LIMITED,STATE,"1,000",30,13,0,66,66,5,Critical,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,RAIL,BINA TPS,JAYPEE BINA THERMAL POWER PLANT,IPP,500,25,5,24,45,69,13,NA,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,RAIL,SATPURA TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,"1,330",20,14,0,61,61,4,Critical,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,RAIL,SANJAY GANDHI TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,"1,340",20,16,0,62,62,4,Critical,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,PITHEAD,AMARKANTAK EXT TPS,M. P. POWER GENERATING CORPORATION LIMITED,STATE,450,15,5,0,104,104,20,NA,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,RAIL,SHRI SINGHAJI TPP,M. P. POWER GENERATING CORPORATION LIMITED,STATE,"1,200",20,8,0,116,116,14,NA,NA,NA
27-Dec-14,WESTERN,MADHYA PRADESH,PITHEAD,VINDHYACHAL STPS,NTPC LIMITED.,CENTRAL,"4,260",15,72,150,169,319,4,Critical,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,TIRORA TPS,ADANI POWER LTD.,IPP,"3,300",20,35,1,0,2,0,Critical,SuperCritical,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,EMCO WARORA TPS,EMCO ENERGY LTD,IPP,600,20,7,0,10,10,1,Critical,SuperCritical,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,BUTIBORI TPP,Vidarbha Industries Power Ltd.,IPP,600,20,7,5,20,25,4,Critical,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,PARAS TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,500,25,8,0,20,20,3,Critical,SuperCritical,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,KORADI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,"1,040",25,8,0,22,22,3,Critical,SuperCritical,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,AMARAVATI TPS,INDIABULLS POWER LTD.,IPP,540,20,4,0,23,23,6,Critical,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,PARLI TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,"1,130",25,11,0,30,30,3,Critical,SuperCritical,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,DAHANU TPS,RELIANCE INFRASTRUCTURE LTD.,PRIVATE,500,25,8,63,39,102,13,NA,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,CHANDRAPUR(MAHARASHTRA) STPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,"2,340",20,29,0,105,105,4,Critical,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,KHAPARKHEDA TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,"1,340",25,18,0,108,108,6,Critical,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,NASIK TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,630,25,10,0,109,109,11,NA,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,BHUSAWAL TPS,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,STATE,"1,420",20,18,0,146,146,8,NA,NA,NA
27-Dec-14,WESTERN,MAHARASHTRA,RAIL,MAUDA TPS,NTPC LIMITED.,CENTRAL,"1,000",20,17,254,321,576,34,NA,NA,NA
27-Dec-14,EASTERN,ORISSA,RAIL,STERLITE TPP,STERLITE ENERGY LIMITED,IPP,"2,400",20,17,49,63,111,7,NA,NA,NA
27-Dec-14,EASTERN,ORISSA,RAIL,KAMALANGA TPS,GMR ENERGY LIMITED,IPP,"1,050",20,8,29,115,144,18,NA,NA,NA
27-Dec-14,EASTERN,ORISSA,RAIL,IB VALLEY TPS,ORISSA POWER GENERATION CORPORATION LIMITED,STATE,420,15,7,0,188,188,26,NA,NA,NA
27-Dec-14,EASTERN,ORISSA,PITHEAD,TALCHER (OLD) TPS,NTPC LIMITED.,CENTRAL,460,15,9,0,292,292,33,NA,NA,NA
27-Dec-14,EASTERN,ORISSA,PITHEAD,TALCHER STPS,NTPC LIMITED.,CENTRAL,"3,000",15,57,3,535,538,10,NA,NA,NA
27-Dec-14,NORTHERN,PUNJAB,RAIL,TALWANDI SABO TPP,STERLITE ENERGY LIMITED,IPP,660,25,6,0,0,0,0,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,PUNJAB,RAIL,RAJPURA TPP,NABHA POWER LTD.,IPP,"1,400",30,15,14,28,42,3,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,PUNJAB,RAIL,GND TPS(BHATINDA),PUNJAB STATE POWER CORP. LTD.,STATE,440,30,7,0,53,53,8,NA,NA,NA
27-Dec-14,NORTHERN,PUNJAB,RAIL,GH TPS (LEH.MOH.),PUNJAB STATE POWER CORP. LTD.,STATE,920,30,14,0,138,138,10,NA,NA,NA
27-Dec-14,NORTHERN,PUNJAB,RAIL,ROPAR TPS,PUNJAB STATE POWER CORP. LTD.,STATE,"1,260",25,20,0,264,264,13,NA,NA,NA
27-Dec-14,NORTHERN,RAJASTHAN,RAIL,CHHABRA TPP,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,000",30,10,8,128,135,13,NA,NA,NA
27-Dec-14,NORTHERN,RAJASTHAN,RAIL,SURATGARH TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,500",30,21,0,200,200,9,NA,NA,NA
27-Dec-14,NORTHERN,RAJASTHAN,RAIL,KOTA TPS,RAJASTHAN RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,240",30,17,0,283,283,17,NA,NA,NA
27-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,ENNORE TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,450,30,3,0,35,35,11,NA,NA,NA
27-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,VALLUR TPP,NTPC TAMILNADU ENERGY COMPANY LIMITED,CENTRAL,"1,500",30,19,71,49,120,6,Critical,NA,NA
27-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,TUTICORIN TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,"1,050",30,18,47,60,107,6,Critical,NA,NA
27-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,METTUR TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,"1,440",30,16,204,114,318,20,NA,NA,NA
27-Dec-14,SOUTHERN,TAMIL NADU,INTER MODAL,NORTH CHENNAI TPS,TAMIL NADU GENERATION & DISTRIBUTION CORP. LTD.,STATE,"1,830",30,19,50,120,170,9,NA,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,UNCHAHAR TPS,NTPC LIMITED.,CENTRAL,"1,050",25,17,0,0,0,0,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,PARICHHA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,140",30,14,0,4,4,0,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,HARDUAGANJ TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,665,25,9,0,10,10,1,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,PANKI TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,210,20,3,0,14,14,5,Critical,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,DADRI (NCTPP),NTPC LIMITED.,CENTRAL,"1,820",30,27,84,16,100,4,Critical,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,RIHAND STPS,NTPC LIMITED.,CENTRAL,"3,000",15,48,19,35,54,1,Critical,SuperCritical,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,TANDA TPS,NTPC LIMITED.,CENTRAL,440,25,8,0,36,36,4,Critical,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA C TPS,LANCO ANPARA POWER PVT. LTD.,IPP,"1,200",15,15,0,56,56,4,Critical,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,OBRA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,278",20,11,0,160,160,14,NA,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,SINGRAULI STPS,NTPC LIMITED.,CENTRAL,"2,000",15,32,0,188,188,6,Critical,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,PITHEAD,ANPARA TPS,UTTAR PRADESH RAJYA VIDYUT UTPADAN NIGAM LIMITED,STATE,"1,630",15,23,0,302,302,13,NA,NA,NA
27-Dec-14,NORTHERN,UTTAR PRADESH,RAIL,ROSA TPP Ph-I,ROSSA POWER SUPPLY CO. LTD.,IPP,"1,200",25,16,134,312,445,28,NA,NA,Inadequate coal avail.-CCL
27-Dec-14,EASTERN,WEST BENGAL,RAIL,NEW COSSIPORE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,160,20,1,0,0,0,0,Critical,SuperCritical,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,SANTALDIH TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,980,20,8,0,32,32,4,Critical,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,SOUTHERN REPL. TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,135,20,2,0,48,48,25,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,KOLAGHAT TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,"1,260",25,17,0,67,67,4,Critical,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,BANDEL TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,450,20,4,0,71,71,17,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,D.P.L. TPS,DURGAPUR PROJECTS LIMITED,STATE,880,25,4,0,74,74,18,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,TITAGARH TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,240,20,4,0,95,95,25,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,DURGAPUR TPS,DAMODAR VALLEY CORPORATION,CENTRAL,340,20,5,0,111,111,22,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,PITHEAD,FARAKKA STPS,NTPC LIMITED.,CENTRAL,"2,100",15,27,14,133,147,5,Critical,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,BAKRESWAR TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,"1,050",20,16,0,154,154,10,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,SAGARDIGHI TPS,WEST BENGAL POWER DEVELOPMENT CORP. LIMITED,STATE,600,20,16,0,156,156,10,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,DURGAPUR STEEL TPS,DAMODAR VALLEY CORPORATION,CENTRAL,"1,000",20,10,0,214,214,22,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,MEJIA TPS,DAMODAR VALLEY CORPORATION,CENTRAL,"2,340",20,25,0,245,245,10,NA,NA,NA
27-Dec-14,EASTERN,WEST BENGAL,RAIL,BUDGE BUDGE TPS,CALCUTTA ELECTRIC SUPPLY CO. LTD.,PRIVATE,750,20,11,0,256,256,23,NA,NA,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,RAYALASEEMA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,050",25,14,0,5,5,0,Critical,SuperCritical,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,Dr. N.TATA RAO TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,760",20,27,0,46,46,2,Critical,SuperCritical,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,PITHEAD,KAKATIYA TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,500,15,8,0,130,130,17,NA,NA,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,SIMHADRI,NTPC LIMITED.,CENTRAL,"2,000",25,34,157,365,522,16,NA,NA,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,PITHEAD,RAMAGUNDEM STPS,NTPC LIMITED.,CENTRAL,"2,600",15,35,0,457,457,13,NA,NA,NA
12-Dec-14,SOUTHERN,ANDHRA PRADESH,RAIL,KOTHAGUDEM TPS,ANDHRA PRADESH POWER GENERATION CORP. LIMITED.,STATE,"1,720",20,27,0,466,466,17,NA,NA,NA
12-Dec-14,EASTERN,BIHAR,RAIL,BARAUNI TPS,BIHAR STATE ELECTRICITY BOARD,STATE,210,20,0,0,0,0,0,Critical,SuperCritical,NA
12-Dec-14,EASTERN,BIHAR,RAIL,MUZAFFARPUR TPS,KANTI BIJLEE UTPADAN NIGAM LTD.,CENTRAL,220,20,3,0,8,8,2,Critical,SuperCritical,NA
12-Dec-14,EASTERN,BIHAR,PITHEAD,KAHALGAON TPS,NTPC LIMITED.,CENTRAL,"2,340",15,34,30,582,612,18,NA,NA,NA
12-Dec-14,WESTERN,CHHATTISGARH,RAIL,BARADARHA TPS,D.B.POWER CORP. LTD.,IPP,600,15,8,0,0,0,0,Critical,SuperCritical,NA
12-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA-II,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,440,15,8,0,4,4,1,Critical,SuperCritical,NA
12-Dec-14,WESTERN,CHHATTISGARH,RAIL,PATHADI TPP,LANCO AMARKANTAK POWER PVT. LTD.,IPP,600,15,6,0,26,26,4,Critical,NA,NA
12-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA-WEST TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,"1,340",15,19,0,74,74,4,Critical,NA,NA
12-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,SIPAT STPS,NTPC LIMITED.,CENTRAL,"2,980",15,44,1,100,101,2,Critical,SuperCritical,NA
12-Dec-14,WESTERN,CHHATTISGARH,RAIL,DSPM TPS,CHHATTISGARH STATE POWER GENERATION CO. LTD.,STATE,500,15,8,0,105,105,13,NA,NA,NA
12-Dec-14,WESTERN,CHHATTISGARH,RAIL,BHILAI TPS,NTPC-SAIL POWER  CO. PVT. LTD.,CENTRAL,500,20,7,65,169,234,34,NA,NA,NA
12-Dec-14,WESTERN,CHHATTISGARH,PITHEAD,KORBA STPS,NTPC LIMITED.,CENTRAL,"2,600",15,45,0,180,180,4,Critical,NA,NA
