0
0
0
0
0
23.96951
211.4375
226.0641
116.3139
0
0
0
0
0
0
0
0
4.193051
191.6611
206.2876
96.53742
0
0
0
0
0
0
0
0
0
171.8846
186.5112
76.76097
0
0
0
0
0
0
0
0
0
152.1081
166.7347
56.98451
0
0
0
0
0
0
0
0
0
132.3317
146.9583
37.20806
0
0
0
